,content,Genre,Description Style
65,"<p class=""TEXT""><strong>সংবাদ:</strong> শিক্ষাপ্রতিষ্ঠানে ১০ দিন বা তার বেশি অনুপস্থিত থাকা শিক্ষার্থীদের নাম-পরিচয় মন্ত্রণালয়কে জানানোর নির্দেশ দিয়েছেন শিক্ষামন্ত্রী নুরুল ইসলাম নাহিদ। গতকাল রোববার সচিবালয়ে সাংবাদিকদের সঙ্গে আলাপকালে এই নির্দেশের কথা জানান মন্ত্রী।</p>","['Education', 'Government actions']",Straight
66,"<p class=""TEXT""><strong>আহমেদ</strong></p>",['Discourse'],Straight
67,"<p class=""TEXT"">ছাত্রদের তালিকার আগে জঙ্গি শিক্ষকদের তালিকা করুন। কারণ, জঙ্গি শিক্ষকেরা প্রথমে ছাত্রদের মগজধোলাই করে জঙ্গিকাজে উদ্বুদ্ধ করছেন। এরপর ছাত্ররা জঙ্গি অপারেশনে যুক্ত হচ্ছে।</p>","['Discourse', 'Education']",Commentary
68,"<p class=""TEXT""><strong>বিবেক</strong></p>",['Discourse'],['Straight']
69,"<p class=""TEXT"">দেশের অবস্থা তাহলে এতই খারাপ যে শিক্ষামন্ত্রীকেও স্বরাষ্ট্রমন্ত্রীর দায়িত্ব পালন করতে হচ্ছে।</p>","['Politics', 'Discourse']",Commentary
70,"<p class=""TEXT""><strong>মুকুল (জাপান)</strong></p>",['Discourse'],Straight
71,"<p class=""TEXT"">খুব ভালো উদ্যোগ, অনেক আগে থেকেই সব ধরনের শিক্ষাপ্রতিষ্ঠানে নিজেরাই উদ্যোগী হয়ে ব্যবস্থা নেওয়া উচিত ছিল।</p>","['Discourse', 'Education']",Commentary
72,"<p><a href=""https://www.prothomalo.com/topic/বিএনপি"" target=""_blank"">বিএনপির</a> প্রয়াত নেতা মুক্তিযোদ্ধা সাদেক হোসেন খোকার ছেলে ইশরাক হোসেন প্রধানমন্ত্রী শেখ হাসিনাকে দেশের অন্যতম অভিভাবক উল্লেখ করে দেশের ভবিষ্যৎ ঠিক করে দিয়ে যাওয়ার আহ্বান জানিয়েছেন।</p>","['Politics', 'Discourse']",Commentary
73,"<p>আজ বৃহস্পতিবার দুপুরে কেন্দ্রীয় শহীদ মিনারে সাদেক হোসেন খোকার প্রতি শ্রদ্ধা জানানোর অনুষ্ঠানে ইশরাক হোসেন এসব কথা বলেন।<br /> <br />বিএনপির ভাইস চেয়ারম্যান ও ঢাকা সিটি করপোরেশনের সাবেক মেয়র সাদেক হোসেন খোকার ছেলে ইশরাক হোসেন বলেন, ‘তরুণ প্রজন্মের প্রতিনিধি হয়ে কিছু বলতে চাই। বাংলাদেশে প্রতিহিংসার যে রাজনীতি চর্চা, তার ভুক্তভোগী আমার বাবা, আমার পরিবার। বাবার সঙ্গে গত পাঁচ বছর কাটিয়েছি। অনেক কিছু শিখেছি। তিনি বলতেন, মুক্তিযুদ্ধ হয়েছিল গণতন্ত্র প্রতিষ্ঠার লক্ষ্যে। এখানে আজকে যে হানাহানির রাজনীতি চলছে, এর জন্য বাবা মুক্তিযুদ্ধ করেননি। রাজনৈতিক ভিন্নমত থাকবে, বহু রাজনৈতিক দল থাকবে, আমাদের লড়াই হবে ভোটের মাধ্যমে।’</p>","['Politics', 'Discourse']",Commentary
74,"<p>ইশরাক বলেন, ‘আজকে যে পর্যায়ে পৌঁছেছি, বিএনপির যাঁরা আহত, নিহত ও অত্যাচারের শিকার হয়েছেন, তাঁদের প্রতি শ্রদ্ধা রেখে বলতে চাই, এই রাজনীতির চর্চা কত দিন চলবে? বাংলাদেশে দুজন অভিভাবক আছেন—একজন খালেদা জিয়া, যিনি জেলে আছেন। আরেকজন বর্তমান প্রধানমন্ত্রী শেখ হাসিনা। আমি প্রশ্ন রাখতে চাই, আমাদের ভবিষ্যৎ কোথায়? আপানারা এর সমাধান করে দেন।’</p>","['Politics', 'Discourse']",Commentary
75,"<p>প্রধানমন্ত্রীর উদ্দেশে ইশরাক বলেন, ‘খালেদা জিয়ার জামিনের যে বাধাগুলো আছে, সেগুলো দূর করেন। আশপাশের স্বার্থবাদীদের বাদ দিয়ে খালেদা জিয়ার সঙ্গে কথা বলেন। বাংলাদেশের ভবিষ্যৎ ঠিক করে দিয়ে যান। আমরা যারা নতুন প্রজন্ম, তারা চাই না আর কোনো বিএনপি পরিবার এই প্রতিহিংসার রাজনীতির শিকার হোক এবং অন্য কোনো দল যদি ক্ষমতায় আসে, তখন আওয়ামী লীগের কোনো পরিবার প্রতিহিংসার হোক। আমাদের অভিভাবক যাঁরা আছেন, তাঁদের এর সমাধান করে দিয়ে যেতে হবে। অন্য কারও দিয়ে এটা হবে না।’ তাঁর বাবার প্রতি শ্রদ্ধা জানাতে যাঁরা এসেছেন, তাঁদের প্রতি কৃতজ্ঞতা প্রকাশ করে বাবার জন্য তিনি সবার কাছে দোয়া চান।</p>","['Politics', 'Discourse']",Commentary
